"lead_id","score","temperature","call_order","business_name","phone","phone_e164","category","city","address","reviews","rating","open_24_7","lead_source","dedupe_status","crm_tab","gumption_pipeline","call_status","sms_status","email_status","next_action","requested_sms_send_local","sms_draft","email_to","email_subject","email_body","voicemail_hook","notes"
"ncm-hayward-011","65","WARM","11","Cato's Paving","510-397-2677","+15103972677","Asphalt/Paving","Hayward","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi Cato's Paving, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for Hayward fleets","Hi Cato's Paving, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey Cato's Paving, Bryan with NorCal CARB Mobile. I will be in Hayward tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-012","65","WARM","12","Estes Express Lines","510-635-0165","+15106350165","LTL Freight","San Leandro","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi Estes Express Lines, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for San Leandro fleets","Hi Estes Express Lines, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey Estes Express Lines, Bryan with NorCal CARB Mobile. I will be in San Leandro tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-013","65","WARM","13","Saia LTL Freight","510-347-6890","+15103476890","LTL Freight","San Leandro","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi Saia LTL Freight, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for San Leandro fleets","Hi Saia LTL Freight, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey Saia LTL Freight, Bryan with NorCal CARB Mobile. I will be in San Leandro tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-014","65","WARM","14","DHE Dependable Highway Express","510-357-2223","+15103572223","LTL","San Leandro","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi DHE Dependable Highway Express, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for San Leandro fleets","Hi DHE Dependable Highway Express, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey DHE Dependable Highway Express, Bryan with NorCal CARB Mobile. I will be in San Leandro tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-015","65","WARM","15","Maguire Tree Care","650-844-2046","+16508442046","Tree Service","San Carlos","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi Maguire Tree Care, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for San Carlos fleets","Hi Maguire Tree Care, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey Maguire Tree Care, Bryan with NorCal CARB Mobile. I will be in San Carlos tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-016","63","WARM","16","10-4 Tow Of San Leandro","510-633-2727","+15106332727","HD Towing","San Leandro","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi 10-4 Tow Of San Leandro, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for San Leandro fleets","Hi 10-4 Tow Of San Leandro, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey 10-4 Tow Of San Leandro, Bryan with NorCal CARB Mobile. I will be in San Leandro tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-017","60","WARM","17","Roadstar Trucking Inc","510-487-2404","+15104872404","Trucking","Hayward","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi Roadstar Trucking Inc, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for Hayward fleets","Hi Roadstar Trucking Inc, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey Roadstar Trucking Inc, Bryan with NorCal CARB Mobile. I will be in Hayward tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-018","60","WARM","18","Munoz Transport Service","510-385-9206","+15103859206","Trucking","Hayward","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi Munoz Transport Service, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for Hayward fleets","Hi Munoz Transport Service, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey Munoz Transport Service, Bryan with NorCal CARB Mobile. I will be in Hayward tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-019","60","WARM","19","American Asphalt R&R","510-723-0280","+15107230280","Asphalt","Hayward","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi American Asphalt R&R, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for Hayward fleets","Hi American Asphalt R&R, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey American Asphalt R&R, Bryan with NorCal CARB Mobile. I will be in Hayward tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-020","60","WARM","20","Rose Paving","510-770-1150","+15107701150","Asphalt","Hayward","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi Rose Paving, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for Hayward fleets","Hi Rose Paving, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey Rose Paving, Bryan with NorCal CARB Mobile. I will be in Hayward tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
"ncm-hayward-021","60","WARM","21","Malcolm Drilling","510-780-9181","+15107809181","Drilling/Excavation","Hayward","","","","","2026-05-22 prompt","verify_before_contact","Leads_2026-05-14","Cold Calls","not_called","draft_not_scheduled","needs_email_address","Deduplicate in Master CRM, then call after hot list.","2026-05-23 10:30 America/Los_Angeles","Hi Malcolm Drilling, Bryan w/ NorCal CARB Mobile. We do mobile Clean Truck Checks for 14k+ GVWR diesels: OBD + OVI smoke opacity. Want a quick quote? Reply STOP to opt out","","Clean Truck Check for Hayward fleets","Hi Malcolm Drilling, Bryan with NorCal CARB Mobile. We provide mobile Clean Truck Checks for diesel fleets over 14,000 lbs GVWR, including OBD and OVI smoke opacity testing. If this is useful, reply with the best person to coordinate with or call/text me at {{bryan_phone}}. Thanks, Bryan, NorCal CARB Mobile, https://norcalcarbmobile.com, {{physical_mailing_address}}. To stop receiving emails from us, reply Unsubscribe.","Hey Malcolm Drilling, Bryan with NorCal CARB Mobile. I will be in Hayward tomorrow doing Clean Truck Checks for fleets right by you. If you have diesels over 14,000 lbs I can knock yours out same trip - mobile OBD and OVI smoke opacity, 24/7, 363 days a year. Call me before the State calls you. {{bryan_phone}}.","Verify not existing customer before calling."
